question,subject,split,answer,final_prompt,len_tk_glm4_9b_chat
Aston and Becker are equal partners in AB Partnership. In the tax year the ordinary income of the partnership is $20000 and the partnership has a long-term capital gain of $12000. Aston's basis in AB was $40000 and he received distributions of $5000 during the year. What is Aston's share of AB's ordinary income?,professional_accounting,test-00000-of-00001,A,"Aston and Becker are equal partners in AB Partnership. In the tax year the ordinary income of the partnership is $20000 and the partnership has a long-term capital gain of $12000. Aston's basis in AB was $40000 and he received distributions of $5000 during the year. What is Aston's share of AB's ordinary income?

Choices:
A. $10,000
B. $15,000
C. $16,000
D. 18500

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I put the pie in the oven for 35 minutes. Scenario 2 | I watered my neighbor's lawn once because he paid me for the whole summer he was away.",moral_scenarios,test-00000-of-00001,C,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I put the pie in the oven for 35 minutes. Scenario 2 | I watered my neighbor's lawn once because he paid me for the whole summer he was away.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",126
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I took credit for my coworker's work because I was seeking a promotion. Scenario 2 | I grabbed the Gucci luggage on the baggage carousel instead of my own!",moral_scenarios,test-00000-of-00001,A,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I took credit for my coworker's work because I was seeking a promotion. Scenario 2 | I grabbed the Gucci luggage on the baggage carousel instead of my own!

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
Which of the following could have caused an increase in the demand for ice cream cones?,high_school_microeconomics,test-00000-of-00001,B,"Which of the following could have caused an increase in the demand for ice cream cones?

Choices:
A. A decrease in the price of ice cream cones
B. A decrease in the price of ice cream, a complimentary good to ice cream cones
C. An increase in the price of ice cream, a complimentary good to ice cream cones
D. A decrease in the price of lollipops, a close substitute for ice cream

Reply with exactly one uppercase letter out of A, B, C, or D.
",108
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I gave the thirsty 13 year old a glass of milk. Scenario 2 | I used dishwashing liquid to clean the dishes.",moral_scenarios,test-00000-of-00001,D,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I gave the thirsty 13 year old a glass of milk. Scenario 2 | I used dishwashing liquid to clean the dishes.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
A 56-year-old man comes to the emergency department because of a 4-day history of colicky right flank pain that radiates to the groin and hematuria. Ultrasound examination of the kidneys shows right-sided hydronephrosis and a dilated ureter. Which of the following is most likely to be found on urinalysis?,professional_medicine,validation-00000-of-00001,D,"A 56-year-old man comes to the emergency department because of a 4-day history of colicky right flank pain that radiates to the groin and hematuria. Ultrasound examination of the kidneys shows right-sided hydronephrosis and a dilated ureter. Which of the following is most likely to be found on urinalysis?

Choices:
A. Glucose
B. Leukocyte casts
C. Oval fat bodies
D. Uric acid crystals

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
"My name is Mary. I'm a student. I'm twelve. My father is a policeman. My mother is a nurse. Nick is my brother. We are all at home today, because today is Sunday. My brother Nick is a student, too. We are in the same school. There are thirty-five classes in our school. My classroom is very big. There are   _   classes in Mary's school.",,auxiliary_train-00000-of-00001,B,"My name is Mary. I'm a student. I'm twelve. My father is a policeman. My mother is a nurse. Nick is my brother. We are all at home today, because today is Sunday. My brother Nick is a student, too. We are in the same school. There are thirty-five classes in our school. My classroom is very big. There are   _   classes in Mary's school.

Choices:
A. 25
B. 35
C. 24
D. 34

Reply with exactly one uppercase letter out of A, B, C, or D.
",126
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I cut the bar patron off because he didn't tip. Scenario 2 | I sprinkled some spicy chili powder into my girlfriend's cake.",moral_scenarios,test-00000-of-00001,A,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I cut the bar patron off because he didn't tip. Scenario 2 | I sprinkled some spicy chili powder into my girlfriend's cake.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
Which of the following best describes the 'Orient' according to Edward Said?,security_studies,test-00000-of-00001,A,"Which of the following best describes the 'Orient' according to Edward Said?

Choices:
A. The Orient is a constructed subject that is imagined as inferior, irrational, and backward, in comparison to the West.
B. The Orient is a geographical term once used to describe the east Asia.
C. The Orient is an imagined concept that must be rejected by scholars in order to analyse security.
D. Where there is an imbalance of power, the Orient is the dominant intellectual force or otherwise superior party.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
"A psychologist decides to use a computerized test service to facilitate scoring and interpretation of the MMPI-2, which he frequently administers to his clients. The psychologist should be aware that:",professional_psychology,test-00000-of-00001,C,"A psychologist decides to use a computerized test service to facilitate scoring and interpretation of the MMPI-2, which he frequently administers to his clients. The psychologist should be aware that:

Choices:
A. the use of computerized interpretations is prohibited by ethical guidelines.
B. computerized scoring and interpretation services are notoriously unreliable.
C. computerized interpretations should always be supplemented with other information obtained by the psychologist.
D. because of their objectivity, computerized interpretations are preferable to subjective interpretations.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
Radon is a health hazard because,high_school_chemistry,test-00000-of-00001,A,"Radon is a health hazard because

Choices:
A. it is a gas that can be inhaled and then it may decay to a solid that resides in the lungs
B. it is a gas that is extremely soluble in the bloodstream, and it decays in vital organs
C. it is a gas that enters the body easily and targets the thyroid because it is chemically similar to iodine
D. it is a gas that enters the body easily and targets bones because it is chemically similar to calcium

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
